id,Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,lnUsedPrice,Review Score,RatingE,RatingT,RatingM,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,2K
990,X360,Guitar Hero: Aerosmith,0.91,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,9.95,2.297572551,70,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
991,PlayStation 3,SOCOM: U.S. Navy SEALs - Confrontation,0.91,2008,"Sony Computer Entertainment America, Inc.",Action,1,0,16.95,2.830267834,63,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
992,X360,SoulCalibur IV,0.87,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Action,1,0,19.95,2.993229143,85,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
993,X360,Battlefield: Bad Company,0.83,2008,"Electronic Arts, Inc.",Action,1,0,16.95,2.830267834,83,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
994,PlayStation 3,Saints Row 2,0.81,2008,THQ Inc.,"Action, Racing / Driving",1,0,17.95,2.887590115,82,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
995,Nintendo DS,Guitar Hero: On Tour - Decades,0.8,2008,"Activision Publishing, Inc.","Action, Simulation",1,0,17.95,2.887590115,72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
996,X360,Devil May Cry 4,0.8,2008,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,17.95,2.887590115,84,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
997,Nintendo DS,Mystery Case Files: MillionHeir,0.76,2008,"Nintendo of America Inc., Nintendo of Europe GmbH",Adventure,0,0,17.95,2.887590115,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
998,PlayStation 3,Battlefield: Bad Company,0.76,2008,"Electronic Arts, Inc., Electronic Arts K.K.",Action,0,0,17.95,2.887590115,84,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
999,PlayStation 3,Army of Two,0.75,2008,"Electronic Arts, Inc.",Action,0,0,16.95,2.830267834,74,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1000,Nintendo Wii,Rayman Raving Rabbids TV Party,0.74,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.","Action, Racing / Driving, Sports, Strategy",1,0,17.95,2.887590115,73,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
1001,Nintendo Wii,The House of the Dead 2 & 3 Return,0.74,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,1,17.95,2.887590115,66,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1002,X360,Far Cry 2,0.73,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,19.95,2.993229143,85,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1003,Nintendo Wii,Boom Blox,0.72,2008,"Electronic Arts, Inc.","Action, Strategy",0,0,24.95,3.216873822,85,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1004,Nintendo DS,Spore Creatures,0.7,2008,"Electronic Arts, Inc.","Adventure, Simulation",0,0,14.95,2.7047113,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1005,Sony PSP,Madden NFL 09,0.68,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,68,1,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1006,X360,NCAA Football 09,0.68,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,83,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1007,PlayStation 3,MLB 08: The Show,0.67,2008,"Sony Computer Entertainment America, Inc.",Sports,1,0,12.95,2.561095788,85,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1008,PlayStation 3,Tom Clancy's Rainbow Six: Vegas 2,0.67,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,24.95,3.216873822,81,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1009,X360,Mercenaries 2: World in Flames,0.66,2008,"Electronic Arts, Inc.",Action,1,0,14.95,2.7047113,72,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1010,X360,Need for Speed: Undercover,0.66,2008,"Electronic Arts, Inc.",Racing / Driving,1,0,17.95,2.887590115,64,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011,PlayStation 3,Guitar Hero: Aerosmith,0.65,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,14.95,2.7047113,70,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1012,PlayStation 3,SoulCalibur IV,0.65,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Ubisoft Entertainment SA",Action,1,0,22.95,3.133317937,85,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1013,PlayStation 3,Valkyria Chronicles,0.65,2008,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.","Action, Role-Playing (RPG), Strategy",0,0,24.95,3.216873822,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1014,Nintendo Wii,Harvest Moon: Tree of Tranquility,0.62,2008,"Natsume, Inc.","Role-Playing (RPG), Simulation",1,0,34.95,3.553918469,65,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1015,Nintendo DS,Star Wars: The Clone Wars - Jedi Alliance,0.6,2008,LucasArts,"Action, Adventure",1,0,17.95,2.887590115,68,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1016,PlayStation 3,Need for Speed: Undercover,0.59,2008,"Electronic Arts, Inc.",Racing / Driving,1,0,17.95,2.887590115,59,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1017,Nintendo Wii,Wario Land: Shake It!,0.59,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,19.95,2.993229143,78,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1018,X360,WWE Smackdown! vs Raw 2009,0.59,2008,THQ Inc.,Sports,1,0,17.95,2.887590115,79,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1019,PlayStation 3,NBA 2K9,0.58,2008,2K Sports,Sports,1,0,14.95,2.7047113,82,1,0,0,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1020,X360,Major League Baseball 2K9,0.58,2008,2K Sports,Sports,1,0,14.95,2.7047113,64,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1021,PlayStation 3,NCAA Football 09,0.56,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,81,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1022,Nintendo DS,Kung Fu Panda,0.56,2008,"Activision Publishing, Inc., ak tronic Software & Services GmbH",Action,0,0,17.95,2.887590115,71,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1023,PlayStation 3,Devil May Cry 4,0.56,2008,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,19.95,2.993229143,84,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1024,X360,Tom Clancy's EndWar,0.56,2008,Ubisoft Entertainment SA,Strategy,0,0,16.95,2.830267834,77,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1025,Sony PSP,LEGO Batman: The Videogame,0.54,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,2.887590115,73,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1026,PlayStation 3,BioShock,0.53,2008,2K Games,Action,0,0,17.95,2.887590115,94,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1027,X360,Bully: Scholarship Edition,0.53,2008,"Rockstar Games, Inc.","Action, Adventure",0,1,17.95,2.887590115,80,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1028,X360,Prince of Persia,0.53,2008,Ubisoft Entertainment SA,Action,1,1,16.95,2.830267834,81,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1029,Nintendo Wii,Kung Fu Panda,0.52,2008,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,16.95,2.830267834,70,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1030,Nintendo DS,Sonic Chronicles: The Dark Brotherhood,0.52,2008,"ak tronic Software & Services GmbH, SEGA Corporation, SEGA of America, Inc.","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,74,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1031,Sony PSP,Midnight Club: L.A. Remix,0.52,2008,"Rockstar Games, Inc.",Racing / Driving,1,0,16.95,2.830267834,79,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1032,X360,FIFA Soccer 09,0.51,2008,"Electronic Arts UK Ltd., Electronic Arts, Inc.",Sports,1,0,19.95,2.993229143,87,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1033,Nintendo DS,Chrono Trigger,0.51,2008,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Role-Playing (RPG),0,1,17.95,2.887590115,92,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1034,Nintendo DS,High School Musical 2: Work This Out!,0.51,2008,Disney Interactive Studios,"Action, Adventure",1,0,14.95,2.7047113,38,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1035,X360,Tomb Raider: Underworld,0.51,2008,Eidos Interactive Ltd.,Action,1,0,17.95,2.887590115,76,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1036,Nintendo Wii,skate it,0.5,2008,"Electronic Arts, Inc.","Action, Sports",0,0,39.95,3.687628672,70,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1037,Nintendo DS,The Legendary Starfy,0.5,2008,"Nintendo Co., Ltd., Nintendo of America Inc.","Action, Adventure",0,0,24.95,3.216873822,75,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1038,X360,Mirror's Edge,0.5,2008,"Electronic Arts, Inc.",Action,0,0,14.95,2.7047113,79,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1039,PlayStation 3,FIFA Soccer 09,0.49,2008,Electronic Arts UK Ltd.,Sports,1,0,22.95,3.133317937,87,1,0,0,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1040,PlayStation 3,Haze,0.49,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,12.95,2.561095788,55,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1041,Sony PSP,Dissidia: Final Fantasy,0.49,2008,"Square Enix Co., Ltd.","Action, Role-Playing (RPG)",0,0,17.95,2.887590115,79,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1042,X360,Sid Meier's Civilization: Revolution,0.49,2008,"2K Games, CyberFront Corporation",Strategy,1,0,24.95,3.216873822,84,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1043,Nintendo Wii,Wall-E,0.48,2008,THQ Inc.,Action,0,0,17.95,2.887590115,51,1,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1044,PlayStation 3,Prince of Persia,0.48,2008,Ubisoft Entertainment SA,Action,1,1,17.95,2.887590115,85,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1045,X360,NHL 09 ,0.48,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1046,X360,Brothers in Arms: Hell's Highway,0.47,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,17.95,2.887590115,76,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1047,X360,Shaun White Snowboarding,0.47,2008,Ubisoft Entertainment SA,Sports,0,0,14.95,2.7047113,60,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1048,X360,Turok,0.47,2008,Touchstone,Action,1,0,14.95,2.7047113,69,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1049,Sony PSP,Iron Man,0.46,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,16.95,2.830267834,44,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1050,Nintendo Wii,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,0.46,2008,THQ Inc.,Action,1,0,16.95,2.830267834,47,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,Nintendo Wii,WWE Smackdown! vs Raw 2009,0.46,2008,THQ Inc.,Sports,1,0,16.95,2.830267834,79,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1052,Nintendo Wii,De Blob,0.45,2008,"ak tronic Software & Services GmbH, THQ Asia Pacific, THQ Inc.",Action,0,0,16.95,2.830267834,82,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1053,Nintendo Wii,Sonic Riders: Zero Gravity,0.45,2008,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Racing / Driving,1,0,16.95,2.830267834,56,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1054,Nintendo DS,Rhythm Heaven,0.45,2008,"Nintendo Co., Ltd., Nintendo of America Inc.",Action,0,0,24.95,3.216873822,83,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1055,Nintendo Wii,Big Beach Sports,0.44,2008,THQ Inc.,Sports,0,0,16.95,2.830267834,44,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1056,PlayStation 3,Tomb Raider: Underworld,0.44,2008,Eidos Interactive Ltd.,Action,1,0,17.95,2.887590115,75,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1057,Nintendo DS,Advance Wars: Days of Ruin,0.43,2008,"Nintendo of America Inc., Nintendo of Europe GmbH",Strategy,1,0,17.95,2.887590115,86,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1058,PlayStation 3,LEGO Batman: The Videogame,0.43,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,2.887590115,75,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1059,PlayStation 3,Far Cry 2,0.43,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,19.95,2.993229143,85,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1060,Nintendo DS,Harvest Moon: Island of Happiness,0.42,2008,"Natsume Co., Ltd.","Simulation, Strategy",1,0,24.95,3.216873822,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1061,PlayStation 3,Brothers in Arms: Hell's Highway,0.42,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,19.95,2.993229143,76,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1062,PlayStation 3,Sonic Unleashed,0.42,2008,SEGA Europe Ltd.,"Action, Adventure",1,0,17.95,2.887590115,54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1063,Nintendo Wii,Pinball Hall of Fame: The Williams Collection,0.41,2008,"Crave Entertainment, Inc.",Simulation,0,0,17.95,2.887590115,82,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1064,X360,Sonic Unleashed,0.41,2008,SEGA Europe Ltd.,"Action, Adventure",1,0,17.95,2.887590115,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1065,Nintendo Wii,Samba de Amigo,0.4,2008,"ak tronic Software & Services GmbH, SEGA Corporation, SEGA of America, Inc.",Action,0,1,12.95,2.561095788,68,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1066,Sony PSP,WWE Smackdown! vs Raw 2009,0.4,2008,THQ Inc.,Sports,1,0,16.95,2.830267834,72,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1067,Nintendo Wii,?kami,0.39,2008,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,1,17.95,2.887590115,90,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,PlayStation 3,LEGO Indiana Jones: The Original Adventures,0.38,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,17.95,2.887590115,77,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1069,Nintendo Wii,CSI: Crime Scene Investigation - Hard Evidence,0.38,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Adventure,1,0,17.95,2.887590115,49,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1070,PlayStation 3,MotorStorm: Pacific Rift,0.37,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.","Action, Racing / Driving, Sports",1,0,29.95,3.399529325,82,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1071,X360,Tiger Woods PGA Tour 09,0.37,2008,"Electronic Arts, Inc.",Sports,1,0,19.95,2.993229143,84,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1072,Nintendo Wii,SimCity Creator,0.37,2008,"Electronic Arts, Inc.",Simulation,1,0,24.95,3.216873822,67,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1073,PlayStation 3,Tiger Woods PGA Tour 09,0.36,2008,"Electronic Arts, Inc.",Sports,1,0,19.95,2.993229143,82,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1074,Nintendo DS,Sid Meier's Civilization: Revolution,0.36,2008,2K Games,"Simulation, Strategy",0,1,17.95,2.887590115,80,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1075,PlayStation 3,Pure,0.36,2008,"Disney Interactive Studios, Disney Interactive Studios Japan","Racing / Driving, Sports",0,0,17.95,2.887590115,83,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1076,PlayStation 3,Turok,0.36,2008,Touchstone,Action,1,0,16.95,2.830267834,67,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1077,Nintendo Wii,Crash: Mind over Mutant,0.36,2008,"Sierra Entertainment, Inc.",Action,1,0,17.95,2.887590115,70,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1078,X360,Spider-Man: Web of Shadows,0.36,2008,"Activision Publishing, Inc.",Action,1,0,19.95,2.993229143,68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1079,X360,Frontlines: Fuel of War,0.35,2008,"THQ Inc., THQ International Ltd.",Action,0,0,14.95,2.7047113,75,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1080,X360,GRID,0.35,2008,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,19.95,2.993229143,87,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1081,X360,Too Human,0.35,2008,Microsoft Games Studios,"Action, Role-Playing (RPG)",0,0,14.95,2.7047113,65,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1082,Nintendo Wii,Speed Racer: The Videogame,0.34,2008,"Warner Bros. Games, Warner Bros. Interactive Entertainment Inc.",Racing / Driving,0,0,16.95,2.830267834,69,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,Sony PSP,LEGO Indiana Jones: The Original Adventures,0.34,2008,LucasArts,Action,0,0,17.95,2.887590115,76,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1084,Nintendo Wii,SEGA Bass Fishing,0.34,2008,"SEGA of America, Inc.",Sports,0,1,17.95,2.887590115,59,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1085,Nintendo Wii,The Chronicles of Narnia: Prince Caspian,0.33,2008,Disney Interactive Studios,"Action, Role-Playing (RPG)",1,0,16.95,2.830267834,63,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1086,Nintendo DS,Iron Man,0.33,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,14.95,2.7047113,56,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1087,Nintendo DS,The Sims 2: Apartment Pets,0.33,2008,"Electronic Arts, Inc.",Simulation,1,0,17.95,2.887590115,50,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1088,Sony PSP,MLB 08: The Show,0.33,2008,"Sony Computer Entertainment America, Inc.",Sports,1,0,14.95,2.7047113,83,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1089,PlayStation 3,Iron Man,0.33,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,17.95,2.887590115,42,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1090,Nintendo DS,Madagascar: Escape 2 Africa,0.32,2008,"Activision Publishing, Inc.","Action, Adventure",1,0,17.95,2.887590115,55,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1091,PlayStation 3,GRID,0.31,2008,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,24.95,3.216873822,87,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1092,PlayStation 3,NHL 09,0.31,2008,"Electronic Arts, Inc.",Sports,1,0,19.95,2.993229143,88,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1093,X360,Banjo-Kazooie: Nuts & Bolts,0.31,2008,Microsoft Games Studios,"Action, Adventure, Racing / Driving, Sports",1,0,17.95,2.887590115,79,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
1094,PlayStation 3,Hot Shots Golf: Out of Bounds,0.3,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Sports,1,0,34.95,3.553918469,81,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1095,Nintendo DS,Rune Factory 2: A Fantasy Harvest Moon,0.3,2008,"Marvelous Entertainment Inc., Natsume Co., Ltd.","Action, Role-Playing (RPG), Simulation",1,0,17.95,2.887590115,79,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1096,Nintendo DS,SimCity Creator,0.3,2008,"Electronic Arts, Inc.",Simulation,0,1,17.95,2.887590115,69,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,Sony PSP,Patapon,0.3,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.","Action, Strategy",0,0,17.95,2.887590115,86,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1098,PlayStation 3,Shaun White Snowboarding,0.3,2008,Ubisoft Entertainment SA,Sports,0,0,15.95,2.769458829,63,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
