id,Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,lnUsedPrice,Review Score,RatingE,RatingT,RatingM,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,2K
883,Nintendo Wii,Anubis II,0.04,2007,"Conspiracy Entertainment Corp., Popcorn Arcade",Action,1,0,9.95,2.297572551,19,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
884,Nintendo Wii,Barnyard,0.04,2007,THQ Inc.,"Action, Adventure",0,0,17.95,2.887590115,65,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
885,Nintendo Wii,Escape from Bug Island,0.04,2007,"Eidos Interactive Ltd., Secret Stash Games",Action,0,0,14.95,2.7047113,37,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
886,Nintendo Wii,Octomania,0.04,2007,"Compile Heart Co., Ltd., Conspiracy Entertainment Corp.","Action, Strategy",0,0,14.95,2.7047113,66,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
887,X360,Cabela's Big Game Hunter,0.04,2007,"Activision Value Publishing, Inc.","Simulation, Sports",1,0,19.95,2.993229143,51,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
888,X360,UEFA Champions League 2006-2007,0.03,2007,"Electronic Arts, Inc.",Sports,0,0,6.95,1.93874166,72,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
889,Sony PSP,Aliens Vs Predator: Requiem,0.03,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,2.887590115,49,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
890,Sony PSP,NBA 08,0.03,2007,"Sony Computer Entertainment America, Inc.",Sports,1,0,7.95,2.073171929,75,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
891,Nintendo Wii,Guilty Gear XX ? Core,0.03,2007,"505 GameStreet, Aksys Games, Arc System Works Co., Ltd.",Action,1,0,24.95,3.216873822,75,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
892,Nintendo DS,Arkanoid DS,0.03,2007,"Square Enix, Inc., Square Enix, Ltd., Taito Corporation",Strategy,0,1,16.95,2.830267834,61,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
893,Nintendo DS,Battleship / Connect Four / Sorry! / Trouble,0.03,2007,"Destination Software, Inc.",Strategy,0,0,17.95,2.887590115,55,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
894,Nintendo DS,Code Lyoko,0.03,2007,The Game Factory ApS,"Action, Adventure",0,0,11.95,2.480731278,63,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
895,Nintendo DS,Drake & Josh: Talent Showdown,0.03,2007,THQ Inc.,"Action, Adventure",0,0,15.95,2.769458829,43,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
896,Nintendo DS,Dynasty Warriors DS: Fighter's Battle,0.03,2007,KOEI Corporation,"Action, Strategy",1,0,14.95,2.7047113,56,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
897,Nintendo DS,Orcs & Elves,0.03,2007,"Electronic Arts, Inc.","Action, Role-Playing (RPG)",0,0,14.95,2.7047113,68,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
898,Nintendo DS,Prism: Light the Way,0.03,2007,"Eidos Interactive Ltd., Secret Stash Games","Action, Strategy",0,0,16.95,2.830267834,73,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
899,Sony PSP,Dead Head Fred,0.03,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,12.95,2.561095788,75,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
900,Sony PSP,Driver '76,0.03,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.","Action, Racing / Driving",1,0,17.95,2.887590115,57,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
901,Sony PSP,Hot Pixel,0.03,2007,"Atari Europe S.A.S.U., Atari, Inc.",Action,0,0,8.95,2.191653532,55,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
902,Sony PSP,The Legend of Heroes III: Song of the Ocean,0.03,2007,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,17.95,2.887590115,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
903,Sony PSP,SEGA Rally Revo,0.03,2007,"SEGA Europe Ltd., SEGA of America, Inc.","Racing / Driving, Simulation",1,0,16.95,2.830267834,74,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
904,Nintendo Wii,Bionicle Heroes,0.03,2007,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,17.95,2.887590115,52,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
905,Sony PSP,Burnout Dominator,0.02,2007,"Electronic Arts, Inc.","Action, Racing / Driving",1,0,17.95,2.887590115,76,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
906,Nintendo Wii,Balls of Fury,0.02,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,9.95,2.297572551,19,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
907,X360,Samurai Warriors 2: Empires,0.02,2007,"KOEI Co., Ltd.","Action, Role-Playing (RPG), Strategy",0,0,19.95,2.993229143,53,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
908,Nintendo DS,B-17: Fortress in the Sky,0.02,2007,"Destination Software, Inc., ZOO Digital Publishing Ltd",Action,0,0,12.95,2.561095788,38,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
909,Nintendo DS,Meteos: Disney Magic,0.02,2007,"Buena Vista Games, Inc., Disney Interactive Studios",Strategy,1,0,12.95,2.561095788,74,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
910,Nintendo DS,Turn It Around,0.02,2007,Majesco Entertainment Company,"Racing / Driving, Sports",0,0,9.95,2.297572551,39,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
911,Sony PSP,Cube,0.02,2007,"D3Publisher Inc., D3Publisher of Europe Ltd.",Strategy,0,0,17.95,2.887590115,60,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
912,Sony PSP,Dragoneer's Aria,0.02,2007,"KOEI Ltd., Nippon Ichi Software Inc.",Role-Playing (RPG),0,0,24.95,3.216873822,56,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
913,Sony PSP,The Fast and the Furious,0.02,2007,Namco Bandai Games America Inc.,Racing / Driving,0,0,22.95,3.133317937,58,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
914,Sony PSP,R-Type Command,0.02,2007,"Atlus U.S.A., Inc., Irem Software Engineering, Inc.",Strategy,1,0,14.95,2.7047113,69,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
915,Sony PSP,Virtua Tennis 3,0.02,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,16.95,2.830267834,79,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
916,X360,Virtua Tennis 3,0.01,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,14.95,2.7047113,80,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
917,Nintendo DS,Balls of Fury,0.01,2007,"Destination Software, Inc.","Action, Sports",0,0,9.95,2.297572551,62,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
918,Nintendo DS,Front Mission,0.01,2007,"Square Enix Co., Ltd., Square Enix, Inc.",Strategy,0,0,17.95,2.887590115,72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
919,Nintendo DS,Konami Classics Series: Arcade Hits,0.01,2007,"Konami of Europe GmbH, Konami Digital Entertainment, Inc.","Action, Racing / Driving, Sports",0,1,17.95,2.887590115,76,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
920,Nintendo DS,Lost in Blue 2,0.01,2007,"Konami Digital Entertainment Co., Ltd., Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Role-Playing (RPG),1,0,17.95,2.887590115,58,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
921,Nintendo DS,Nancy Drew: The Deadly Secret of Olde World Park,0.01,2007,"Majesco Entertainment Company, Majesco Europe Ltd.",Adventure,0,0,17.95,2.887590115,64,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,Nintendo DS,Nervous Brickdown,0.01,2007,"Secret Stash Games, Success Corp.",Action,0,0,17.95,2.887590115,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,Nintendo DS,Original Frisbee Disc Sports: Ultimate & Golf,0.01,2007,"Destination Software, Inc.",Sports,0,0,9.95,2.297572551,31,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
924,Nintendo DS,Sea Monsters: A Prehistoric Adventure,0.01,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Educational",0,0,13.95,2.635479508,43,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
925,Sony PSP,After Burner: Black Falcon,0.01,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,19.95,2.993229143,73,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
926,Sony PSP,Capcom Puzzle World,0.01,2007,"Capcom Entertainment, Inc., CE Europe Ltd.",Strategy,0,1,19.95,2.993229143,65,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
927,Sony PSP,Puzzle Quest: Challenge of the Warlords,0.01,2007,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.","Role-Playing (RPG), Strategy",0,0,17.95,2.887590115,84,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
928,Sony PSP,Smash Court Tennis 3,0.01,2007,Namco Bandai Games America Inc.,Sports,1,0,19.95,2.993229143,68,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
929,Sony PSP,Traxxpad: Portable Studio,0.01,2007,"Eidos, Inc.","Educational, Simulation",0,0,17.95,2.887590115,78,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
930,Sony PSP,UEFA Champions League 2006-2007,0.01,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,71,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
931,Sony PSP,Winx Club: Join the Club,0.01,2007,"Konami Digital Entertainment, Inc.","Action, Racing / Driving, Strategy",0,0,17.95,2.887590115,30,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
932,Nintendo Wii,Driver: Parallel Lines,0.01,2007,Ubisoft Entertainment SA,"Action, Racing / Driving",1,0,24.95,3.216873822,59,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
933,Nintendo Wii,Mario Kart Wii,12.39,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Racing / Driving,1,0,29.95,3.399529325,82,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
934,X360,Grand Theft Auto IV,5.76,2008,"Rockstar Games, Inc.","Action, Racing / Driving",1,0,24.95,3.216873822,98,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
935,Nintendo Wii,Super Smash Bros.: Brawl,5.71,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,39.95,3.687628672,93,0,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
936,X360,Call of Duty: World at War,4.58,2008,"Activision Publishing, Inc.",Action,1,0,29.95,3.399529325,84,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
937,PlayStation 3,Grand Theft Auto IV,3.91,2008,"Rockstar Games, Inc.","Action, Racing / Driving",1,0,24.95,3.216873822,98,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
938,X360,Gears of War 2,3.9,2008,Microsoft Games Studios,Action,1,0,24.95,3.216873822,93,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
939,Nintendo DS,Pok�mon: Platinum Version,2.86,2008,"Nintendo Co., Ltd., Nintendo of America Inc.","Adventure, Role-Playing (RPG)",1,0,27.95,3.3304172,83,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
940,PlayStation 3,Metal Gear Solid 4: Guns of the Patriots,2.58,2008,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,22.95,3.133317937,94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
941,X360,Fable II,2.55,2008,Microsoft Games Studios,Role-Playing (RPG),1,0,17.95,2.887590115,89,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
942,PlayStation 3,Call of Duty: World at War,2.53,2008,"Activision Publishing, Inc.",Action,1,0,29.95,3.399529325,85,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
943,Nintendo Wii,Guitar Hero: World Tour,2.47,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,17.95,2.887590115,86,0,1,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
944,PlayStation 3,LittleBigPlanet,2.46,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,0,0,24.95,3.216873822,95,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
945,X360,Fallout 3,2.44,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,93,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
946,X360,LEGO Indiana Jones: The Original Adventures,2.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,9.95,2.297572551,77,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
947,X360,Left 4 Dead,2.39,2008,Valve Corporation,Action,0,0,19.95,2.993229143,89,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
948,X360,Madden NFL 09,2.33,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,83,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
949,Nintendo DS,Guitar Hero: On Tour,2.22,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,14.95,2.7047113,71,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
950,X360,Kung Fu Panda,2.04,2008,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,9.95,2.297572551,75,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
951,X360,Rock Band 2,1.85,2008,MTV Games,"Action, Simulation",1,0,19.95,2.993229143,92,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
952,X360,Sega Superstars Tennis,1.84,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,0,0,9.95,2.297572551,67,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
953,X360,Guitar Hero: World Tour,1.78,2008,"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.","Action, Simulation",1,0,16.95,2.830267834,85,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
954,Nintendo Wii,Animal Crossing: City Folk,1.78,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Simulation,1,0,29.95,3.399529325,73,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
955,Nintendo DS,Mario & Sonic at the Olympic Games,1.74,2008,"Nintendo Co., Ltd., SEGA of America, Inc.","Action, Sports",0,0,24.95,3.216873822,70,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
956,PlayStation 3,Madden NFL 09,1.66,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,85,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
957,X360,LEGO Batman: The Videogame,1.64,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,14.95,2.7047113,76,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
958,X360,Tom Clancy's Rainbow Six: Vegas 2,1.61,2008,"Ubisoft, Inc.",Action,1,0,16.95,2.830267834,82,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
959,Nintendo DS,Kirby Super Star Ultra,1.6,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,24.95,3.216873822,76,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
960,X360,Star Wars: The Force Unleashed,1.59,2008,LucasArts,Action,0,0,16.95,2.830267834,73,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
961,Sony PSP,God of War: Chains of Olympus,1.54,2008,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Action,1,0,17.95,2.887590115,91,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
962,PlayStation 3,Fallout 3,1.48,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,90,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
963,X360,Pure,1.43,2008,"Disney Interactive Studios, Disney Interactive Studios Japan","Racing / Driving, Sports",0,0,12.95,2.561095788,85,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
964,Nintendo Wii,LEGO Indiana Jones: The Original Adventures,1.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,16.95,2.830267834,78,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,Nintendo Wii,Rock Band,1.4,2008,MTV Games,"Action, Simulation",0,0,17.95,2.887590115,92,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
966,Nintendo DS,LEGO Batman: The Videogame,1.39,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.","Action, Racing / Driving",0,0,17.95,2.887590115,72,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
967,X360,Saints Row 2,1.39,2008,THQ Inc.,"Action, Racing / Driving",1,0,17.95,2.887590115,81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
968,Nintendo Wii,LEGO Batman: The Videogame,1.32,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,2.887590115,74,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,Nintendo Wii,Call of Duty: World at War,1.17,2008,"Activision Publishing, Inc.",Action,1,0,29.95,3.399529325,83,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
970,Nintendo Wii,Deca Sports,1.16,2008,"ak tronic Software & Services GmbH, Hudson Entertainment, Inc.","Racing / Driving, Sports",0,0,17.95,2.887590115,50,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
971,X360,Midnight Club: Los Angeles,1.15,2008,"Rockstar Games, Inc.",Racing / Driving,1,0,22.95,3.133317937,81,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
972,PlayStation 3,Mortal Kombat vs. DC Universe,1.13,2008,"Midway Games, Inc.",Action,1,0,24.95,3.216873822,76,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
973,X360,Army of Two,1.12,2008,"Electronic Arts, Inc.",Action,0,0,16.95,2.830267834,72,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
974,PlayStation 3,Resistance 2,1.11,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,1,0,24.95,3.216873822,87,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
975,PlayStation 3,Rock Band 2,1.11,2008,MTV Games,"Action, Simulation",1,0,24.95,3.216873822,91,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
976,PlayStation 3,Midnight Club: Los Angeles,1.09,2008,"Rockstar Games, Inc.",Racing / Driving,1,0,22.95,3.133317937,82,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
977,Nintendo Wii,Sonic Unleashed,1.09,2008,SEGA Europe Ltd.,Action,1,0,17.95,2.887590115,66,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
978,X360,NBA 2K9 ,1.07,2008,2K Sports,Sports,1,0,12.95,2.561095788,84,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
979,PlayStation 3,Guitar Hero: World Tour,1.04,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,17.95,2.887590115,84,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
980,Nintendo Wii,Guitar Hero: Aerosmith,1.03,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,14.95,2.7047113,73,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
981,Nintendo Wii,Star Wars: The Force Unleashed,1.01,2008,LucasArts,Action,0,0,14.95,2.7047113,71,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
982,PlayStation 3,Burnout Paradise,1.01,2008,"Electronic Arts, Inc.","Action, Racing / Driving",1,0,17.95,2.887590115,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
983,Nintendo DS,Pok�mon Ranger: Shadows of Almia,0.99,2008,"Nintendo of America Inc., Nintendo of Europe GmbH, Pok�mon Company, The","Action, Role-Playing (RPG)",1,0,24.95,3.216873822,68,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
984,X360,Mortal Kombat vs. DC Universe,0.98,2008,"Midway Games, Inc.",Action,1,0,24.95,3.216873822,72,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
985,Nintendo Wii,Rock Band 2,0.97,2008,MTV Games,"Action, Simulation",1,0,119.95,4.787074989,92,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
986,Nintendo Wii,We Ski,0.96,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Sports,0,0,16.95,2.830267834,67,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
987,PlayStation 3,Dead Space,0.96,2008,"Electronic Arts, Inc.",Action,0,0,17.95,2.887590115,88,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
988,Nintendo Wii,Shaun White Snowboarding: Road Trip,0.95,2008,"ak tronic Software & Services GmbH, Ubisoft Entertainment SA, Ubisoft, Inc.",Sports,1,0,14.95,2.7047113,78,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
989,PlayStation 3,Star Wars: The Force Unleashed,0.92,2008,LucasArts,Action,0,0,17.95,2.887590115,71,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
